case_id,recording_id,channel_index,original_channel_name,canonical_channel_name
chb14,chb14_18,20,T8-P8-0,T8-P8-0
chb14,chb14_18,21,P8-O2,P8-O2
chb14,chb14_18,22,--4,--4
chb14,chb14_18,23,P7-T7,P7-T7
chb14,chb14_18,24,T7-FT9,T7-FT9
chb14,chb14_18,25,FT9-FT10,FT9-FT10
chb14,chb14_18,26,FT10-T8,FT10-T8
chb14,chb14_18,27,T8-P8-1,T8-P8-1
chb14,chb14_19,0,FP1-F7,FP1-F7
chb14,chb14_19,1,F7-T7,F7-T7
chb14,chb14_19,2,T7-P7,T7-P7
chb14,chb14_19,3,P7-O1,P7-O1
chb14,chb14_19,4,--0,--0
chb14,chb14_19,5,FP1-F3,FP1-F3
chb14,chb14_19,6,F3-C3,F3-C3
chb14,chb14_19,7,C3-P3,C3-P3
chb14,chb14_19,8,P3-O1,P3-O1
chb14,chb14_19,9,--1,--1
chb14,chb14_19,10,FZ-CZ,FZ-CZ
chb14,chb14_19,11,CZ-PZ,CZ-PZ
chb14,chb14_19,12,--2,--2
chb14,chb14_19,13,FP2-F4,FP2-F4
chb14,chb14_19,14,F4-C4,F4-C4
chb14,chb14_19,15,C4-P4,C4-P4
chb14,chb14_19,16,P4-O2,P4-O2
chb14,chb14_19,17,--3,--3
chb14,chb14_19,18,FP2-F8,FP2-F8
chb14,chb14_19,19,F8-T8,F8-T8
chb14,chb14_19,20,T8-P8-0,T8-P8-0
chb14,chb14_19,21,P8-O2,P8-O2
chb14,chb14_19,22,--4,--4
chb14,chb14_19,23,P7-T7,P7-T7
chb14,chb14_19,24,T7-FT9,T7-FT9
chb14,chb14_19,25,FT9-FT10,FT9-FT10
chb14,chb14_19,26,FT10-T8,FT10-T8
chb14,chb14_19,27,T8-P8-1,T8-P8-1
chb14,chb14_20,0,FP1-F7,FP1-F7
chb14,chb14_20,1,F7-T7,F7-T7
chb14,chb14_20,2,T7-P7,T7-P7
chb14,chb14_20,3,P7-O1,P7-O1
chb14,chb14_20,4,--0,--0
chb14,chb14_20,5,FP1-F3,FP1-F3
chb14,chb14_20,6,F3-C3,F3-C3
chb14,chb14_20,7,C3-P3,C3-P3
chb14,chb14_20,8,P3-O1,P3-O1
chb14,chb14_20,9,--1,--1
chb14,chb14_20,10,FZ-CZ,FZ-CZ
chb14,chb14_20,11,CZ-PZ,CZ-PZ
chb14,chb14_20,12,--2,--2
chb14,chb14_20,13,FP2-F4,FP2-F4
chb14,chb14_20,14,F4-C4,F4-C4
chb14,chb14_20,15,C4-P4,C4-P4
chb14,chb14_20,16,P4-O2,P4-O2
chb14,chb14_20,17,--3,--3
chb14,chb14_20,18,FP2-F8,FP2-F8
chb14,chb14_20,19,F8-T8,F8-T8
chb14,chb14_20,20,T8-P8-0,T8-P8-0
chb14,chb14_20,21,P8-O2,P8-O2
chb14,chb14_20,22,--4,--4
chb14,chb14_20,23,P7-T7,P7-T7
chb14,chb14_20,24,T7-FT9,T7-FT9
chb14,chb14_20,25,FT9-FT10,FT9-FT10
chb14,chb14_20,26,FT10-T8,FT10-T8
chb14,chb14_20,27,T8-P8-1,T8-P8-1
chb14,chb14_22,0,FP1-F7,FP1-F7
chb14,chb14_22,1,F7-T7,F7-T7
chb14,chb14_22,2,T7-P7,T7-P7
chb14,chb14_22,3,P7-O1,P7-O1
chb14,chb14_22,4,--0,--0
chb14,chb14_22,5,FP1-F3,FP1-F3
chb14,chb14_22,6,F3-C3,F3-C3
chb14,chb14_22,7,C3-P3,C3-P3
chb14,chb14_22,8,P3-O1,P3-O1
chb14,chb14_22,9,--1,--1
chb14,chb14_22,10,FZ-CZ,FZ-CZ
chb14,chb14_22,11,CZ-PZ,CZ-PZ
chb14,chb14_22,12,--2,--2
chb14,chb14_22,13,FP2-F4,FP2-F4
chb14,chb14_22,14,F4-C4,F4-C4
chb14,chb14_22,15,C4-P4,C4-P4
chb14,chb14_22,16,P4-O2,P4-O2
chb14,chb14_22,17,--3,--3
chb14,chb14_22,18,FP2-F8,FP2-F8
chb14,chb14_22,19,F8-T8,F8-T8
chb14,chb14_22,20,T8-P8-0,T8-P8-0
chb14,chb14_22,21,P8-O2,P8-O2
chb14,chb14_22,22,--4,--4
chb14,chb14_22,23,P7-T7,P7-T7
chb14,chb14_22,24,T7-FT9,T7-FT9
chb14,chb14_22,25,FT9-FT10,FT9-FT10
chb14,chb14_22,26,FT10-T8,FT10-T8
chb14,chb14_22,27,T8-P8-1,T8-P8-1
chb14,chb14_24,0,FP1-F7,FP1-F7
chb14,chb14_24,1,F7-T7,F7-T7
chb14,chb14_24,2,T7-P7,T7-P7
chb14,chb14_24,3,P7-O1,P7-O1
chb14,chb14_24,4,--0,--0
chb14,chb14_24,5,FP1-F3,FP1-F3
chb14,chb14_24,6,F3-C3,F3-C3
chb14,chb14_24,7,C3-P3,C3-P3
chb14,chb14_24,8,P3-O1,P3-O1
chb14,chb14_24,9,--1,--1
chb14,chb14_24,10,FZ-CZ,FZ-CZ
chb14,chb14_24,11,CZ-PZ,CZ-PZ
chb14,chb14_24,12,--2,--2
chb14,chb14_24,13,FP2-F4,FP2-F4
chb14,chb14_24,14,F4-C4,F4-C4
chb14,chb14_24,15,C4-P4,C4-P4
chb14,chb14_24,16,P4-O2,P4-O2
chb14,chb14_24,17,--3,--3
chb14,chb14_24,18,FP2-F8,FP2-F8
chb14,chb14_24,19,F8-T8,F8-T8
chb14,chb14_24,20,T8-P8-0,T8-P8-0
chb14,chb14_24,21,P8-O2,P8-O2
chb14,chb14_24,22,--4,--4
chb14,chb14_24,23,P7-T7,P7-T7
chb14,chb14_24,24,T7-FT9,T7-FT9
chb14,chb14_24,25,FT9-FT10,FT9-FT10
chb14,chb14_24,26,FT10-T8,FT10-T8
chb14,chb14_24,27,T8-P8-1,T8-P8-1
chb14,chb14_25,0,FP1-F7,FP1-F7
chb14,chb14_25,1,F7-T7,F7-T7
chb14,chb14_25,2,T7-P7,T7-P7
chb14,chb14_25,3,P7-O1,P7-O1
chb14,chb14_25,4,--0,--0
chb14,chb14_25,5,FP1-F3,FP1-F3
chb14,chb14_25,6,F3-C3,F3-C3
chb14,chb14_25,7,C3-P3,C3-P3
chb14,chb14_25,8,P3-O1,P3-O1
chb14,chb14_25,9,--1,--1
chb14,chb14_25,10,FZ-CZ,FZ-CZ
chb14,chb14_25,11,CZ-PZ,CZ-PZ
chb14,chb14_25,12,--2,--2
chb14,chb14_25,13,FP2-F4,FP2-F4
chb14,chb14_25,14,F4-C4,F4-C4
chb14,chb14_25,15,C4-P4,C4-P4
chb14,chb14_25,16,P4-O2,P4-O2
chb14,chb14_25,17,--3,--3
chb14,chb14_25,18,FP2-F8,FP2-F8
chb14,chb14_25,19,F8-T8,F8-T8
chb14,chb14_25,20,T8-P8-0,T8-P8-0
chb14,chb14_25,21,P8-O2,P8-O2
chb14,chb14_25,22,--4,--4
chb14,chb14_25,23,P7-T7,P7-T7
chb14,chb14_25,24,T7-FT9,T7-FT9
chb14,chb14_25,25,FT9-FT10,FT9-FT10
chb14,chb14_25,26,FT10-T8,FT10-T8
chb14,chb14_25,27,T8-P8-1,T8-P8-1
chb14,chb14_26,0,FP1-F7,FP1-F7
chb14,chb14_26,1,F7-T7,F7-T7
chb14,chb14_26,2,T7-P7,T7-P7
chb14,chb14_26,3,P7-O1,P7-O1
chb14,chb14_26,4,--0,--0
chb14,chb14_26,5,FP1-F3,FP1-F3
chb14,chb14_26,6,F3-C3,F3-C3
chb14,chb14_26,7,C3-P3,C3-P3
chb14,chb14_26,8,P3-O1,P3-O1
chb14,chb14_26,9,--1,--1
chb14,chb14_26,10,FZ-CZ,FZ-CZ
chb14,chb14_26,11,CZ-PZ,CZ-PZ
chb14,chb14_26,12,--2,--2
chb14,chb14_26,13,FP2-F4,FP2-F4
chb14,chb14_26,14,F4-C4,F4-C4
chb14,chb14_26,15,C4-P4,C4-P4
chb14,chb14_26,16,P4-O2,P4-O2
chb14,chb14_26,17,--3,--3
chb14,chb14_26,18,FP2-F8,FP2-F8
chb14,chb14_26,19,F8-T8,F8-T8
chb14,chb14_26,20,T8-P8-0,T8-P8-0
chb14,chb14_26,21,P8-O2,P8-O2
chb14,chb14_26,22,--4,--4
chb14,chb14_26,23,P7-T7,P7-T7
chb14,chb14_26,24,T7-FT9,T7-FT9
chb14,chb14_26,25,FT9-FT10,FT9-FT10
chb14,chb14_26,26,FT10-T8,FT10-T8
chb14,chb14_26,27,T8-P8-1,T8-P8-1
chb14,chb14_27,0,FP1-F7,FP1-F7
chb14,chb14_27,1,F7-T7,F7-T7
chb14,chb14_27,2,T7-P7,T7-P7
chb14,chb14_27,3,P7-O1,P7-O1
chb14,chb14_27,4,--0,--0
chb14,chb14_27,5,FP1-F3,FP1-F3
chb14,chb14_27,6,F3-C3,F3-C3
chb14,chb14_27,7,C3-P3,C3-P3
chb14,chb14_27,8,P3-O1,P3-O1
chb14,chb14_27,9,--1,--1
chb14,chb14_27,10,FZ-CZ,FZ-CZ
chb14,chb14_27,11,CZ-PZ,CZ-PZ
chb14,chb14_27,12,--2,--2
chb14,chb14_27,13,FP2-F4,FP2-F4
chb14,chb14_27,14,F4-C4,F4-C4
chb14,chb14_27,15,C4-P4,C4-P4
chb14,chb14_27,16,P4-O2,P4-O2
chb14,chb14_27,17,--3,--3
chb14,chb14_27,18,FP2-F8,FP2-F8
chb14,chb14_27,19,F8-T8,F8-T8
chb14,chb14_27,20,T8-P8-0,T8-P8-0
chb14,chb14_27,21,P8-O2,P8-O2
chb14,chb14_27,22,--4,--4
chb14,chb14_27,23,P7-T7,P7-T7
chb14,chb14_27,24,T7-FT9,T7-FT9
chb14,chb14_27,25,FT9-FT10,FT9-FT10
chb14,chb14_27,26,FT10-T8,FT10-T8
chb14,chb14_27,27,T8-P8-1,T8-P8-1
chb14,chb14_29,0,FP1-F7,FP1-F7
chb14,chb14_29,1,F7-T7,F7-T7
chb14,chb14_29,2,T7-P7,T7-P7
chb14,chb14_29,3,P7-O1,P7-O1
chb14,chb14_29,4,--0,--0
chb14,chb14_29,5,FP1-F3,FP1-F3
chb14,chb14_29,6,F3-C3,F3-C3
chb14,chb14_29,7,C3-P3,C3-P3
chb14,chb14_29,8,P3-O1,P3-O1
chb14,chb14_29,9,--1,--1
chb14,chb14_29,10,FZ-CZ,FZ-CZ
chb14,chb14_29,11,CZ-PZ,CZ-PZ
chb14,chb14_29,12,--2,--2
chb14,chb14_29,13,FP2-F4,FP2-F4
chb14,chb14_29,14,F4-C4,F4-C4
chb14,chb14_29,15,C4-P4,C4-P4
chb14,chb14_29,16,P4-O2,P4-O2
chb14,chb14_29,17,--3,--3
chb14,chb14_29,18,FP2-F8,FP2-F8
chb14,chb14_29,19,F8-T8,F8-T8
chb14,chb14_29,20,T8-P8-0,T8-P8-0
chb14,chb14_29,21,P8-O2,P8-O2
chb14,chb14_29,22,--4,--4
chb14,chb14_29,23,P7-T7,P7-T7
chb14,chb14_29,24,T7-FT9,T7-FT9
chb14,chb14_29,25,FT9-FT10,FT9-FT10
chb14,chb14_29,26,FT10-T8,FT10-T8
chb14,chb14_29,27,T8-P8-1,T8-P8-1
chb14,chb14_30,0,FP1-F7,FP1-F7
chb14,chb14_30,1,F7-T7,F7-T7
chb14,chb14_30,2,T7-P7,T7-P7
chb14,chb14_30,3,P7-O1,P7-O1
chb14,chb14_30,4,--0,--0
chb14,chb14_30,5,FP1-F3,FP1-F3
chb14,chb14_30,6,F3-C3,F3-C3
chb14,chb14_30,7,C3-P3,C3-P3
chb14,chb14_30,8,P3-O1,P3-O1
chb14,chb14_30,9,--1,--1
chb14,chb14_30,10,FZ-CZ,FZ-CZ
chb14,chb14_30,11,CZ-PZ,CZ-PZ
chb14,chb14_30,12,--2,--2
chb14,chb14_30,13,FP2-F4,FP2-F4
chb14,chb14_30,14,F4-C4,F4-C4
chb14,chb14_30,15,C4-P4,C4-P4
chb14,chb14_30,16,P4-O2,P4-O2
chb14,chb14_30,17,--3,--3
chb14,chb14_30,18,FP2-F8,FP2-F8
chb14,chb14_30,19,F8-T8,F8-T8
chb14,chb14_30,20,T8-P8-0,T8-P8-0
chb14,chb14_30,21,P8-O2,P8-O2
chb14,chb14_30,22,--4,--4
chb14,chb14_30,23,P7-T7,P7-T7
chb14,chb14_30,24,T7-FT9,T7-FT9
chb14,chb14_30,25,FT9-FT10,FT9-FT10
chb14,chb14_30,26,FT10-T8,FT10-T8
chb14,chb14_30,27,T8-P8-1,T8-P8-1
chb14,chb14_32,0,FP1-F7,FP1-F7
chb14,chb14_32,1,F7-T7,F7-T7
chb14,chb14_32,2,T7-P7,T7-P7
chb14,chb14_32,3,P7-O1,P7-O1
chb14,chb14_32,4,--0,--0
chb14,chb14_32,5,FP1-F3,FP1-F3
chb14,chb14_32,6,F3-C3,F3-C3
chb14,chb14_32,7,C3-P3,C3-P3
chb14,chb14_32,8,P3-O1,P3-O1
chb14,chb14_32,9,--1,--1
chb14,chb14_32,10,FZ-CZ,FZ-CZ
chb14,chb14_32,11,CZ-PZ,CZ-PZ
chb14,chb14_32,12,--2,--2
chb14,chb14_32,13,FP2-F4,FP2-F4
chb14,chb14_32,14,F4-C4,F4-C4
chb14,chb14_32,15,C4-P4,C4-P4
chb14,chb14_32,16,P4-O2,P4-O2
chb14,chb14_32,17,--3,--3
chb14,chb14_32,18,FP2-F8,FP2-F8
chb14,chb14_32,19,F8-T8,F8-T8
chb14,chb14_32,20,T8-P8-0,T8-P8-0
chb14,chb14_32,21,P8-O2,P8-O2
chb14,chb14_32,22,--4,--4
chb14,chb14_32,23,P7-T7,P7-T7
chb14,chb14_32,24,T7-FT9,T7-FT9
chb14,chb14_32,25,FT9-FT10,FT9-FT10
chb14,chb14_32,26,FT10-T8,FT10-T8
chb14,chb14_32,27,T8-P8-1,T8-P8-1
chb14,chb14_37,0,FP1-F7,FP1-F7
chb14,chb14_37,1,F7-T7,F7-T7
chb14,chb14_37,2,T7-P7,T7-P7
chb14,chb14_37,3,P7-O1,P7-O1
chb14,chb14_37,4,--0,--0
chb14,chb14_37,5,FP1-F3,FP1-F3
chb14,chb14_37,6,F3-C3,F3-C3
chb14,chb14_37,7,C3-P3,C3-P3
chb14,chb14_37,8,P3-O1,P3-O1
chb14,chb14_37,9,--1,--1
chb14,chb14_37,10,FZ-CZ,FZ-CZ
chb14,chb14_37,11,CZ-PZ,CZ-PZ
chb14,chb14_37,12,--2,--2
chb14,chb14_37,13,FP2-F4,FP2-F4
chb14,chb14_37,14,F4-C4,F4-C4
chb14,chb14_37,15,C4-P4,C4-P4
chb14,chb14_37,16,P4-O2,P4-O2
chb14,chb14_37,17,--3,--3
chb14,chb14_37,18,FP2-F8,FP2-F8
chb14,chb14_37,19,F8-T8,F8-T8
chb14,chb14_37,20,T8-P8-0,T8-P8-0
chb14,chb14_37,21,P8-O2,P8-O2
chb14,chb14_37,22,--4,--4
chb14,chb14_37,23,P7-T7,P7-T7
chb14,chb14_37,24,T7-FT9,T7-FT9
chb14,chb14_37,25,FT9-FT10,FT9-FT10
chb14,chb14_37,26,FT10-T8,FT10-T8
chb14,chb14_37,27,T8-P8-1,T8-P8-1
chb14,chb14_39,0,FP1-F7,FP1-F7
chb14,chb14_39,1,F7-T7,F7-T7
chb14,chb14_39,2,T7-P7,T7-P7
chb14,chb14_39,3,P7-O1,P7-O1
chb14,chb14_39,4,--0,--0
chb14,chb14_39,5,FP1-F3,FP1-F3
chb14,chb14_39,6,F3-C3,F3-C3
chb14,chb14_39,7,C3-P3,C3-P3
chb14,chb14_39,8,P3-O1,P3-O1
chb14,chb14_39,9,--1,--1
chb14,chb14_39,10,FZ-CZ,FZ-CZ
chb14,chb14_39,11,CZ-PZ,CZ-PZ
chb14,chb14_39,12,--2,--2
chb14,chb14_39,13,FP2-F4,FP2-F4
chb14,chb14_39,14,F4-C4,F4-C4
chb14,chb14_39,15,C4-P4,C4-P4
chb14,chb14_39,16,P4-O2,P4-O2
chb14,chb14_39,17,--3,--3
chb14,chb14_39,18,FP2-F8,FP2-F8
chb14,chb14_39,19,F8-T8,F8-T8
chb14,chb14_39,20,T8-P8-0,T8-P8-0
chb14,chb14_39,21,P8-O2,P8-O2
chb14,chb14_39,22,--4,--4
chb14,chb14_39,23,P7-T7,P7-T7
chb14,chb14_39,24,T7-FT9,T7-FT9
chb14,chb14_39,25,FT9-FT10,FT9-FT10
chb14,chb14_39,26,FT10-T8,FT10-T8
chb14,chb14_39,27,T8-P8-1,T8-P8-1
chb14,chb14_42,0,FP1-F7,FP1-F7
chb14,chb14_42,1,F7-T7,F7-T7
chb14,chb14_42,2,T7-P7,T7-P7
chb14,chb14_42,3,P7-O1,P7-O1
chb14,chb14_42,4,--0,--0
chb14,chb14_42,5,FP1-F3,FP1-F3
chb14,chb14_42,6,F3-C3,F3-C3
chb14,chb14_42,7,C3-P3,C3-P3
chb14,chb14_42,8,P3-O1,P3-O1
chb14,chb14_42,9,--1,--1
chb14,chb14_42,10,FZ-CZ,FZ-CZ
chb14,chb14_42,11,CZ-PZ,CZ-PZ
chb14,chb14_42,12,--2,--2
chb14,chb14_42,13,FP2-F4,FP2-F4
chb14,chb14_42,14,F4-C4,F4-C4
chb14,chb14_42,15,C4-P4,C4-P4
chb14,chb14_42,16,P4-O2,P4-O2
chb14,chb14_42,17,--3,--3
chb14,chb14_42,18,FP2-F8,FP2-F8
chb14,chb14_42,19,F8-T8,F8-T8
chb14,chb14_42,20,T8-P8-0,T8-P8-0
chb14,chb14_42,21,P8-O2,P8-O2
chb14,chb14_42,22,--4,--4
chb14,chb14_42,23,P7-T7,P7-T7
chb14,chb14_42,24,T7-FT9,T7-FT9
chb14,chb14_42,25,FT9-FT10,FT9-FT10
chb14,chb14_42,26,FT10-T8,FT10-T8
chb14,chb14_42,27,T8-P8-1,T8-P8-1
chb15,chb15_01,0,FP1-F7,FP1-F7
chb15,chb15_01,1,F7-T7,F7-T7
chb15,chb15_01,2,T7-P7,T7-P7
chb15,chb15_01,3,P7-O1,P7-O1
chb15,chb15_01,4,--0,--0
chb15,chb15_01,5,FP1-F3,FP1-F3
chb15,chb15_01,6,F3-C3,F3-C3
chb15,chb15_01,7,C3-P3,C3-P3
chb15,chb15_01,8,P3-O1,P3-O1
chb15,chb15_01,9,--1,--1
chb15,chb15_01,10,FZ-CZ,FZ-CZ
chb15,chb15_01,11,CZ-PZ,CZ-PZ
chb15,chb15_01,12,--2,--2
chb15,chb15_01,13,FP2-F4,FP2-F4
chb15,chb15_01,14,F4-C4,F4-C4
chb15,chb15_01,15,C4-P4,C4-P4
chb15,chb15_01,16,P4-O2,P4-O2
chb15,chb15_01,17,--3,--3
chb15,chb15_01,18,FP2-F8,FP2-F8
chb15,chb15_01,19,F8-T8,F8-T8
chb15,chb15_01,20,T8-P8,T8-P8
chb15,chb15_01,21,P8-O2,P8-O2
chb15,chb15_01,22,--4,--4
chb15,chb15_01,23,FC1-Ref,FC1
chb15,chb15_01,24,FC2-Ref,FC2
chb15,chb15_01,25,FC5-Ref,FC5
chb15,chb15_01,26,FC6-Ref,FC6
chb15,chb15_01,27,CP1-Ref,CP1
chb15,chb15_01,28,CP2-Ref,CP2
chb15,chb15_01,29,CP5-Ref,CP5
chb15,chb15_01,30,CP6-Ref,CP6
chb15,chb15_02,0,FP1-F7,FP1-F7
chb15,chb15_02,1,F7-T7,F7-T7
chb15,chb15_02,2,T7-P7,T7-P7
chb15,chb15_02,3,P7-O1,P7-O1
chb15,chb15_02,4,--0,--0
chb15,chb15_02,5,FP1-F3,FP1-F3
chb15,chb15_02,6,F3-C3,F3-C3
chb15,chb15_02,7,C3-P3,C3-P3
chb15,chb15_02,8,P3-O1,P3-O1
chb15,chb15_02,9,--1,--1
chb15,chb15_02,10,FZ-CZ,FZ-CZ
chb15,chb15_02,11,CZ-PZ,CZ-PZ
chb15,chb15_02,12,PZ-OZ,PZ-OZ
chb15,chb15_02,13,--2,--2
chb15,chb15_02,14,FP2-F4,FP2-F4
chb15,chb15_02,15,F4-C4,F4-C4
chb15,chb15_02,16,C4-P4,C4-P4
chb15,chb15_02,17,P4-O2,P4-O2
chb15,chb15_02,18,--3,--3
chb15,chb15_02,19,FP2-F8,FP2-F8
chb15,chb15_02,20,F8-T8,F8-T8
chb15,chb15_02,21,T8-P8-0,T8-P8-0
chb15,chb15_02,22,P8-O2,P8-O2
chb15,chb15_02,23,--4,--4
chb15,chb15_02,24,P7-T7,P7-T7
chb15,chb15_02,25,T7-FT9,T7-FT9
chb15,chb15_02,26,FT9-FT10,FT9-FT10
chb15,chb15_02,27,FT10-T8,FT10-T8
chb15,chb15_02,28,T8-P8-1,T8-P8-1
chb15,chb15_02,29,--5,--5
chb15,chb15_02,30,FC1-Ref,FC1
chb15,chb15_02,31,FC2-Ref,FC2
chb15,chb15_02,32,FC5-Ref,FC5
chb15,chb15_02,33,FC6-Ref,FC6
chb15,chb15_02,34,CP1-Ref,CP1
chb15,chb15_02,35,CP2-Ref,CP2
chb15,chb15_02,36,CP5-Ref,CP5
chb15,chb15_02,37,CP6-Ref,CP6
chb15,chb15_03,0,FP1-F7,FP1-F7
chb15,chb15_03,1,F7-T7,F7-T7
chb15,chb15_03,2,T7-P7,T7-P7
chb15,chb15_03,3,P7-O1,P7-O1
chb15,chb15_03,4,--0,--0
chb15,chb15_03,5,FP1-F3,FP1-F3
chb15,chb15_03,6,F3-C3,F3-C3
chb15,chb15_03,7,C3-P3,C3-P3
chb15,chb15_03,8,P3-O1,P3-O1
chb15,chb15_03,9,--1,--1
chb15,chb15_03,10,FZ-CZ,FZ-CZ
chb15,chb15_03,11,CZ-PZ,CZ-PZ
chb15,chb15_03,12,PZ-OZ,PZ-OZ
chb15,chb15_03,13,--2,--2
chb15,chb15_03,14,FP2-F4,FP2-F4
chb15,chb15_03,15,F4-C4,F4-C4
chb15,chb15_03,16,C4-P4,C4-P4
chb15,chb15_03,17,P4-O2,P4-O2
chb15,chb15_03,18,--3,--3
chb15,chb15_03,19,FP2-F8,FP2-F8
chb15,chb15_03,20,F8-T8,F8-T8
chb15,chb15_03,21,T8-P8-0,T8-P8-0
chb15,chb15_03,22,P8-O2,P8-O2
chb15,chb15_03,23,--4,--4
chb15,chb15_03,24,P7-T7,P7-T7
chb15,chb15_03,25,T7-FT9,T7-FT9
chb15,chb15_03,26,FT9-FT10,FT9-FT10
chb15,chb15_03,27,FT10-T8,FT10-T8
chb15,chb15_03,28,T8-P8-1,T8-P8-1
chb15,chb15_03,29,--5,--5
chb15,chb15_03,30,FC1-Ref,FC1
chb15,chb15_03,31,FC2-Ref,FC2
chb15,chb15_03,32,FC5-Ref,FC5
chb15,chb15_03,33,FC6-Ref,FC6
chb15,chb15_03,34,CP1-Ref,CP1
chb15,chb15_03,35,CP2-Ref,CP2
chb15,chb15_03,36,CP5-Ref,CP5
chb15,chb15_03,37,CP6-Ref,CP6
chb15,chb15_04,0,FP1-F7,FP1-F7
chb15,chb15_04,1,F7-T7,F7-T7
chb15,chb15_04,2,T7-P7,T7-P7
chb15,chb15_04,3,P7-O1,P7-O1
chb15,chb15_04,4,--0,--0
chb15,chb15_04,5,FP1-F3,FP1-F3
chb15,chb15_04,6,F3-C3,F3-C3
chb15,chb15_04,7,C3-P3,C3-P3
chb15,chb15_04,8,P3-O1,P3-O1
chb15,chb15_04,9,--1,--1
chb15,chb15_04,10,FZ-CZ,FZ-CZ
chb15,chb15_04,11,CZ-PZ,CZ-PZ
chb15,chb15_04,12,PZ-OZ,PZ-OZ
chb15,chb15_04,13,--2,--2
chb15,chb15_04,14,FP2-F4,FP2-F4
chb15,chb15_04,15,F4-C4,F4-C4
chb15,chb15_04,16,C4-P4,C4-P4
chb15,chb15_04,17,P4-O2,P4-O2
chb15,chb15_04,18,--3,--3
chb15,chb15_04,19,FP2-F8,FP2-F8
chb15,chb15_04,20,F8-T8,F8-T8
chb15,chb15_04,21,T8-P8-0,T8-P8-0
chb15,chb15_04,22,P8-O2,P8-O2
chb15,chb15_04,23,--4,--4
chb15,chb15_04,24,P7-T7,P7-T7
chb15,chb15_04,25,T7-FT9,T7-FT9
chb15,chb15_04,26,FT9-FT10,FT9-FT10
chb15,chb15_04,27,FT10-T8,FT10-T8
chb15,chb15_04,28,T8-P8-1,T8-P8-1
chb15,chb15_04,29,--5,--5
chb15,chb15_04,30,FC1-Ref,FC1
chb15,chb15_04,31,FC2-Ref,FC2
chb15,chb15_04,32,FC5-Ref,FC5
chb15,chb15_04,33,FC6-Ref,FC6
chb15,chb15_04,34,CP1-Ref,CP1
chb15,chb15_04,35,CP2-Ref,CP2
chb15,chb15_04,36,CP5-Ref,CP5
chb15,chb15_04,37,CP6-Ref,CP6
chb15,chb15_05,0,FP1-F7,FP1-F7
chb15,chb15_05,1,F7-T7,F7-T7
chb15,chb15_05,2,T7-P7,T7-P7
chb15,chb15_05,3,P7-O1,P7-O1
chb15,chb15_05,4,--0,--0
chb15,chb15_05,5,FP1-F3,FP1-F3
chb15,chb15_05,6,F3-C3,F3-C3
chb15,chb15_05,7,C3-P3,C3-P3
chb15,chb15_05,8,P3-O1,P3-O1
chb15,chb15_05,9,--1,--1
chb15,chb15_05,10,FZ-CZ,FZ-CZ
chb15,chb15_05,11,CZ-PZ,CZ-PZ
chb15,chb15_05,12,PZ-OZ,PZ-OZ
chb15,chb15_05,13,--2,--2
chb15,chb15_05,14,FP2-F4,FP2-F4
chb15,chb15_05,15,F4-C4,F4-C4
chb15,chb15_05,16,C4-P4,C4-P4
chb15,chb15_05,17,P4-O2,P4-O2
chb15,chb15_05,18,--3,--3
chb15,chb15_05,19,FP2-F8,FP2-F8
chb15,chb15_05,20,F8-T8,F8-T8
chb15,chb15_05,21,T8-P8-0,T8-P8-0
chb15,chb15_05,22,P8-O2,P8-O2
chb15,chb15_05,23,--4,--4
chb15,chb15_05,24,P7-T7,P7-T7
chb15,chb15_05,25,T7-FT9,T7-FT9
chb15,chb15_05,26,FT9-FT10,FT9-FT10
chb15,chb15_05,27,FT10-T8,FT10-T8
chb15,chb15_05,28,T8-P8-1,T8-P8-1
chb15,chb15_05,29,--5,--5
chb15,chb15_05,30,FC1-Ref,FC1
chb15,chb15_05,31,FC2-Ref,FC2
chb15,chb15_05,32,FC5-Ref,FC5
chb15,chb15_05,33,FC6-Ref,FC6
chb15,chb15_05,34,CP1-Ref,CP1
chb15,chb15_05,35,CP2-Ref,CP2
chb15,chb15_05,36,CP5-Ref,CP5
chb15,chb15_05,37,CP6-Ref,CP6
chb15,chb15_06,0,FP1-F7,FP1-F7
chb15,chb15_06,1,F7-T7,F7-T7
chb15,chb15_06,2,T7-P7,T7-P7
chb15,chb15_06,3,P7-O1,P7-O1
chb15,chb15_06,4,--0,--0
chb15,chb15_06,5,FP1-F3,FP1-F3
chb15,chb15_06,6,F3-C3,F3-C3
chb15,chb15_06,7,C3-P3,C3-P3
chb15,chb15_06,8,P3-O1,P3-O1
chb15,chb15_06,9,--1,--1
chb15,chb15_06,10,FZ-CZ,FZ-CZ
chb15,chb15_06,11,CZ-PZ,CZ-PZ
chb15,chb15_06,12,PZ-OZ,PZ-OZ
chb15,chb15_06,13,--2,--2
chb15,chb15_06,14,FP2-F4,FP2-F4
chb15,chb15_06,15,F4-C4,F4-C4
chb15,chb15_06,16,C4-P4,C4-P4
chb15,chb15_06,17,P4-O2,P4-O2
chb15,chb15_06,18,--3,--3
chb15,chb15_06,19,FP2-F8,FP2-F8
chb15,chb15_06,20,F8-T8,F8-T8
chb15,chb15_06,21,T8-P8-0,T8-P8-0
chb15,chb15_06,22,P8-O2,P8-O2
chb15,chb15_06,23,--4,--4
chb15,chb15_06,24,P7-T7,P7-T7
chb15,chb15_06,25,T7-FT9,T7-FT9
